id,customer_area_id,name,deleted
1267,1712,"RELAVES MANGANESO",0
1268,1712,GIGANTE,0
1269,1712,"CURVA 15",0
1270,1712,"CC-21 Xc-10301 CABANA 2F",0
1271,1712,"NV 3220 PLATAFORMA",0
1272,1712,"PLANTA CARCAMO",0
1273,1712,"TALLER MANTTO GENERAL",0
1274,1712,"CASA DE FUERZA",0
1275,1712,"P.B./ RELAVES DEGRADACIÓN",0
1276,1712,"PLANTA RH 100% RELAVE",0
1277,1712,"CC-06 Xc-10301",0
1278,1712,"NV.2950 PARRILLA",0
1279,1712,"CC-26 NV.2570",0
1280,1712,"CAMPAMENTO OBRERO",0
1281,1712,"CC-05 NV.3025",0
1282,1712,"CC-09 NV.2920",0
1283,1712,"CC-19 DDS",0
1284,1712,"RAMPA PATRICK",0
1285,1712,"CC-08 RR NV 2950",0
1286,1712,"CC-08 NV 2950 POLVORIN",0
1287,1712,"CC-19 NV 2720",0
1288,1712,"CC-26 (ZONA BEBE)",0
1289,1712,"CC-01 NV. 3175",0
1290,1712,"CC-38 NV RAMPA PATRICK",0
1291,1712,"OFICINAS CENTRALES",0
1292,1712,"CC-28 (ZONA BEBE)",0
1293,1712,"CC-26 RAMPA PATRICK",0
