id,customer_location_id,name,deleted
1422,558,Valledupar,0
1423,557,Bolivar,0
1424,560,"Primary Crusher",0
1425,560,"Sulfide Fine Crushing",0
1426,560,"Chancado Terciario",1
1427,560,"Water Services",0
1428,560,"Flotación Rougher",0
1429,560,"SE Principal",0
1430,560,"Sulfine Primary Grinding",0
1431,560,"Sulfide Concent",0
1432,560,"Mine III (SKID)",0
1433,560,"Mine I (SKID)",0
1434,560,"Transfer Point (SKID)",0
1435,560,"Mine II (SKID)",0
1436,560,"Mine Infrastructure",0
1437,560,"Administration (SKID)",0
1438,560,Grupo,0
1439,561,"Concentradora I",0
1440,562,Rectificadores,0
1441,563,"Demo area",0
1442,566,"Mejora tecnológica",0
1443,566,"Almacen casa de bombas",0
1444,566,"Campamento SUCHE",0
1445,566,"Concentradora ASMOL",0
1446,566,"Concentradora relaves",0
1447,566,"Estación bombeo",0
1448,566,Mina,0
1449,566,"SW Room 1",0
1450,566,"SW Room 2",0
1451,566,"SW Room 3",0
1452,566,"SW Room Planta Filtros",0
1453,566,"SW Room Secundaria",0
1454,562,"Área 230",0
1455,562,"Área 290",0
1456,562,"Área 310",0
1457,562,"Área 410",0
1458,562,"Área 460",0
1459,562,"Planta de acidos 01",0
1460,562,"Planta de acidos 02",0
1461,562,"Planta de Cal",0
1462,562,"Planta de Conversión",0
1463,562,"Planta de fusión",0
1464,562,"Planta de oxigeno 01",0
1465,562,"Planta de oxigeno 02",0
1466,568,"SE Neyra",0
1467,568,"SE BALNEARIOS",0
1468,568,"SE Cantera",0
1469,568,"SE Industriales",0
1470,568,"SE Planicie",0
1471,568,"SE Puente",0
1472,568,"SE Salamanca",0
1473,568,"SE San Bartolo",0
1474,568,"SE San Juan",0
1475,568,"SE Santa Anita",0
1476,568,"SE Santa Clara",0
1477,568,"SE Villa María",0
1478,568,"SE Huachipa",0
1479,568,"SE Central",0
1480,568,"SE Ingenieros",0
1481,568,"SE Ingenieros",1
1482,569,Malabrigo,0
1483,570,Montelibano,0
1484,571,Subestación,0
1485,566,Subestación,0
1486,572,Procesos,0
1487,573,"C.T. PUERTO BRAVO",1
1488,574,"GRUPO DE GENERACIÓN 01",0
1489,574,"GRUPO DE GENERACIÓN 02",0
1490,574,"GRUPO DE GENERACIÓN 03",0
1491,574,"GRUPO DE GENERACIÓN 04",0
1492,578,"CARTAGENA - TURBACO",0
1493,579,"LA LOMA",0
1494,580,RECTIFICADORES,1
1495,560,3562-SS-302,0
1496,560,3565-SS-305,0
1497,560,"PERFORADORA N°3",0
1498,560,"PERFORADORA N°5",0
1499,560,"PERFORADORA N°4",0
1500,582,CARTAGENA,0
1501,583,"BARRRIO EL SILENCIO",0
1502,584,"CHANCADO PRIMARIO",0
1503,584,LIXIVIACIÓN,0
1505,587,"AREA 2",0
1506,550,SUBESTACIÓN,0
1507,588,VALLEDUPAR,0
1508,589,PROCESOS,0
1509,590,ATIBAIA,0
1510,591,SUBESTACIONES,0
1511,592,"CASA DE FUERZA",0
1512,593,SUPE,0
1513,594,VEGUETA,0
1514,595,CALLAO,0
1515,596,PISCO,0
1516,597,MATARANI,0
1517,569,CHIMBOTE,0
1518,598,SUBESTACION,0
1519,599,SUBESTACIÓN,0
1520,600,"PLANTA TERMICA",0
1521,601,SUBESTACIÓN,0
1522,602,BARRANQUILLA,0
1523,602,"TERMOELECTRICA TERMOFLORES",0
1524,558,CESAR,0
1525,603,MAGDALENA,0
1526,604,BARRANQUILLA,0
1527,605,"CENTRAL TERMICA",0
1528,606,"SECCIÓN 70",0
1529,606,"SECCIÓN 75",0
1530,607,FORTUNIA,0
1531,607,"ROOM PAD",0
1532,607,CHANCADO,0
1533,607,"SE PEBLES",0
1534,607,"SERV AUX L2",0
1535,607,"RECUPERACION L1",0
